Comunidades autónomas;Sectores de actividad;Sexo;Periodo;Total
Madrid, Comunidad de;Servicios;Ambos sexos;2018;26.669,18
Madrid, Comunidad de;Servicios;Ambos sexos;2017;26.719,9
Madrid, Comunidad de;Servicios;Ambos sexos;2016;25.927,94
Madrid, Comunidad de;Servicios;Ambos sexos;2015;25.960,42
Madrid, Comunidad de;Servicios;Ambos sexos;2014;26.074,29
Madrid, Comunidad de;Servicios;Ambos sexos;2013;25.748,25
Madrid, Comunidad de;Servicios;Ambos sexos;2012;25.618,45
Madrid, Comunidad de;Servicios;Ambos sexos;2011;25.473,88
Madrid, Comunidad de;Servicios;Ambos sexos;2010;25.648,32
Madrid, Comunidad de;Servicios;Ambos sexos;2009;25.385,04
Madrid, Comunidad de;Servicios;Ambos sexos;2008;24.899,38
Madrid, Comunidad de;Servicios;Mujeres;2022;27.725,11
Madrid, Comunidad de;Servicios;Mujeres;2021;26.208,72
Madrid, Comunidad de;Servicios;Mujeres;2020;25.571,9
Madrid, Comunidad de;Servicios;Mujeres;2019;24.466,01
Madrid, Comunidad de;Servicios;Mujeres;2018;23.594,54
Madrid, Comunidad de;Servicios;Mujeres;2017;23.659,13
Madrid, Comunidad de;Servicios;Mujeres;2016;22.974,66
Madrid, Comunidad de;Servicios;Mujeres;2015;23.090,17
Madrid, Comunidad de;Servicios;Mujeres;2014;22.933,73
Madrid, Comunidad de;Servicios;Mujeres;2013;22.620,25
Madrid, Comunidad de;Servicios;Mujeres;2012;22.539,9
Madrid, Comunidad de;Servicios;Mujeres;2011;22.279,47
Madrid, Comunidad de;Servicios;Mujeres;2010;22.375,58
Madrid, Comunidad de;Servicios;Mujeres;2009;21.653,54
Madrid, Comunidad de;Servicios;Mujeres;2008;21.390,42
Madrid, Comunidad de;Servicios;Hombres;2022;34.510,26
Madrid, Comunidad de;Servicios;Hombres;2021;32.371
Madrid, Comunidad de;Servicios;Hombres;2020;31.768,23
Madrid, Comunidad de;Servicios;Hombres;2019;30.700,59
Madrid, Comunidad de;Servicios;Hombres;2018;29.898,49
Madrid, Comunidad de;Servicios;Hombres;2017;30.002,94
Madrid, Comunidad de;Servicios;Hombres;2016;29.151,13
Madrid, Comunidad de;Servicios;Hombres;2015;29.152,96
Madrid, Comunidad de;Servicios;Hombres;2014;29.608,82
Madrid, Comunidad de;Servicios;Hombres;2013;29.087,02
Madrid, Comunidad de;Servicios;Hombres;2012;29.088,22
Madrid, Comunidad de;Servicios;Hombres;2011;29.032,8
Madrid, Comunidad de;Servicios;Hombres;2010;29.340,37
Madrid, Comunidad de;Servicios;Hombres;2009;29.570,71
Madrid, Comunidad de;Servicios;Hombres;2008;28.574,55
Murcia, Región de;Todos los sectores;Ambos sexos;2022;23.851,69
Murcia, Región de;Todos los sectores;Ambos sexos;2021;23.281,39
Murcia, Región de;Todos los sectores;Ambos sexos;2020;22.919,62
Murcia, Región de;Todos los sectores;Ambos sexos;2019;22.123,99
Murcia, Región de;Todos los sectores;Ambos sexos;2018;21.510,59
Murcia, Región de;Todos los sectores;Ambos sexos;2017;21.309,22
Murcia, Región de;Todos los sectores;Ambos sexos;2016;21.242,5
Murcia, Región de;Todos los sectores;Ambos sexos;2015;20.928,98
Murcia, Región de;Todos los sectores;Ambos sexos;2014;20.717,07
Murcia, Región de;Todos los sectores;Ambos sexos;2013;20.449,83
Murcia, Región de;Todos los sectores;Ambos sexos;2012;20.682,01
Murcia, Región de;Todos los sectores;Ambos sexos;2011;21.077,49
Murcia, Región de;Todos los sectores;Ambos sexos;2010;20.863,37
Murcia, Región de;Todos los sectores;Ambos sexos;2009;20.430,4
Murcia, Región de;Todos los sectores;Ambos sexos;2008;18.911,75
Murcia, Región de;Todos los sectores;Mujeres;2022;20.956,37
Murcia, Región de;Todos los sectores;Mujeres;2021;20.189,83
Murcia, Región de;Todos los sectores;Mujeres;2020;20.007,14
Murcia, Región de;Todos los sectores;Mujeres;2019;19.431,25
Murcia, Región de;Todos los sectores;Mujeres;2018;18.598,64
Murcia, Región de;Todos los sectores;Mujeres;2017;18.048,37
Murcia, Región de;Todos los sectores;Mujeres;2016;18.033,05
Murcia, Región de;Todos los sectores;Mujeres;2015;17.540,27
Murcia, Región de;Todos los sectores;Mujeres;2014;17.500,99
Murcia, Región de;Todos los sectores;Mujeres;2013;16.957,29
Murcia, Región de;Todos los sectores;Mujeres;2012;17.457,52
Murcia, Región de;Todos los sectores;Mujeres;2011;18.053,61
Murcia, Región de;Todos los sectores;Mujeres;2010;17.838,28
Murcia, Región de;Todos los sectores;Mujeres;2009;17.384,95
Murcia, Región de;Todos los sectores;Mujeres;2008;16.020,2
Murcia, Región de;Todos los sectores;Hombres;2022;26.240,66
Murcia, Región de;Todos los sectores;Hombres;2021;25.674,66
Murcia, Región de;Todos los sectores;Hombres;2020;25.227,26
Murcia, Región de;Todos los sectores;Hombres;2019;24.289,41
Murcia, Región de;Todos los sectores;Hombres;2018;23.670,24
Murcia, Región de;Todos los sectores;Hombres;2017;24.009,22
Murcia, Región de;Todos los sectores;Hombres;2016;23.947,99
Murcia, Región de;Todos los sectores;Hombres;2015;23.773,09
Murcia, Región de;Todos los sectores;Hombres;2014;23.419,03
Murcia, Región de;Todos los sectores;Hombres;2013;23.428,23
Murcia, Región de;Todos los sectores;Hombres;2012;23.487,03
Murcia, Región de;Todos los sectores;Hombres;2011;23.460,47
Murcia, Región de;Todos los sectores;Hombres;2010;23.482,48
Murcia, Región de;Todos los sectores;Hombres;2009;22.628,62
Murcia, Región de;Todos los sectores;Hombres;2008;21.174,93
Murcia, Región de;Industria;Ambos sexos;2022;25.922,52
Murcia, Región de;Industria;Ambos sexos;2021;24.942,45
Murcia, Región de;Industria;Ambos sexos;2020;24.692,25
Murcia, Región de;Industria;Ambos sexos;2019;24.172,33
Murcia, Región de;Industria;Ambos sexos;2018;24.471,71
Murcia, Región de;Industria;Ambos sexos;2017;23.925,69
Murcia, Región de;Industria;Ambos sexos;2016;23.772,8
Murcia, Región de;Industria;Ambos sexos;2015;23.592,22
Murcia, Región de;Industria;Ambos sexos;2014;22.978,03
Murcia, Región de;Industria;Ambos sexos;2013;22.415,75
Murcia, Región de;Industria;Ambos sexos;2012;21.798,27
Murcia, Región de;Industria;Ambos sexos;2011;22.232,77
Murcia, Región de;Industria;Ambos sexos;2010;21.536,84
Murcia, Región de;Industria;Ambos sexos;2009;20.697,2
Murcia, Región de;Industria;Ambos sexos;2008;20.131,29
Murcia, Región de;Industria;Mujeres;2022;20.980,84
Murcia, Región de;Industria;Mujeres;2021;20.151,63
Murcia, Región de;Industria;Mujeres;2020;19.933,82
Murcia, Región de;Industria;Mujeres;2019;18.444,09
Murcia, Región de;Industria;Mujeres;2018;18.981,87
Murcia, Región de;Industria;Mujeres;2017;17.991,74
Murcia, Región de;Industria;Mujeres;2016;18.028,45
Murcia, Región de;Industria;Mujeres;2015;16.759,79
Murcia, Región de;Industria;Mujeres;2014;18.158,54
Murcia, Región de;Industria;Mujeres;2013;16.428,78
Murcia, Región de;Industria;Mujeres;2012;16.045,08
Murcia, Región de;Industria;Mujeres;2011;17.244,54
Murcia, Región de;Industria;Mujeres;2010;16.738,7
Murcia, Región de;Industria;Mujeres;2009;13.881,22
Murcia, Región de;Industria;Mujeres;2008;13.919,93
Murcia, Región de;Industria;Hombres;2022;27.651,32
Murcia, Región de;Industria;Hombres;2021;26.544,32
Murcia, Región de;Industria;Hombres;2020;26.254,52
Murcia, Región de;Industria;Hombres;2019;26.133,3
Murcia, Región de;Industria;Hombres;2018;26.252,17
Murcia, Región de;Industria;Hombres;2017;26.307,6
Murcia, Región de;Industria;Hombres;2016;25.828,8
Murcia, Región de;Industria;Hombres;2015;25.849,24
Murcia, Región de;Industria;Hombres;2014;24.775,21
Murcia, Región de;Industria;Hombres;2013;24.479,52
Murcia, Región de;Industria;Hombres;2012;23.972,82
Murcia, Región de;Industria;Hombres;2011;23.964,3
Murcia, Región de;Industria;Hombres;2010;23.239,46
Murcia, Región de;Industria;Hombres;2009;23.581,32
Murcia, Región de;Industria;Hombres;2008;22.815,64
Murcia, Región de;Construcción;Ambos sexos;2022;-23.158,82
Murcia, Región de;Construcción;Ambos sexos;2021;21.166,69
Murcia, Región de;Construcción;Ambos sexos;2020;20.454,01
Murcia, Región de;Construcción;Ambos sexos;2019;20.024,17
Murcia, Región de;Construcción;Ambos sexos;2018;20.304,43
Murcia, Región de;Construcción;Ambos sexos;2017;20.679,03
Murcia, Región de;Construcción;Ambos sexos;2016;20.953,13
Murcia, Región de;Construcción;Ambos sexos;2015;20.617,31
Murcia, Región de;Construcción;Ambos sexos;2014;20.194,74
Murcia, Región de;Construcción;Ambos sexos;2013;19.823,24
Murcia, Región de;Construcción;Ambos sexos;2012;19.674,74
Murcia, Región de;Construcción;Ambos sexos;2011;19.746,22
Murcia, Región de;Construcción;Ambos sexos;2010;19.537,02
Murcia, Región de;Construcción;Ambos sexos;2009;19.494,98
Murcia, Región de;Construcción;Ambos sexos;2008;19.356,79
Murcia, Región de;Construcción;Mujeres;2022;..
Murcia, Región de;Construcción;Mujeres;2021;..
Murcia, Región de;Construcción;Mujeres;2020;..
Murcia, Región de;Construcción;Mujeres;2019;..
Murcia, Región de;Construcción;Mujeres;2018;..
Murcia, Región de;Construcción;Mujeres;2017;..
Murcia, Región de;Construcción;Mujeres;2016;..
Murcia, Región de;Construcción;Mujeres;2015;..
Murcia, Región de;Construcción;Mujeres;2014;..
Murcia, Región de;Construcción;Mujeres;2013;..
Murcia, Región de;Construcción;Mujeres;2012;..
Murcia, Región de;Construcción;Mujeres;2011;-17.264,47
Murcia, Región de;Construcción;Mujeres;2010;..
Murcia, Región de;Construcción;Mujeres;2009;..
Murcia, Región de;Construcción;Mujeres;2008;..
Murcia, Región de;Construcción;Hombres;2022;-23.697,87
Murcia, Región de;Construcción;Hombres;2021;21.237,44
Murcia, Región de;Construcción;Hombres;2020;20.592,87
Murcia, Región de;Construcción;Hombres;2019;20.257,62
Murcia, Región de;Construcción;Hombres;2018;20.658,37
Murcia, Región de;Construcción;Hombres;2017;21.065,56
Murcia, Región de;Construcción;Hombres;2016;21.377,8
Murcia, Región de;Construcción;Hombres;2015;21.086,96
Murcia, Región de;Construcción;Hombres;2014;-20.829,23
Murcia, Región de;Construcción;Hombres;2013;20.184,92
Murcia, Región de;Construcción;Hombres;2012;20.453,53
Murcia, Región de;Construcción;Hombres;2011;20.229,33
Murcia, Región de;Construcción;Hombres;2010;19.810,02
Murcia, Región de;Construcción;Hombres;2009;19.853,95
Murcia, Región de;Construcción;Hombres;2008;19.822,86
Murcia, Región de;Servicios;Ambos sexos;2022;23.388,88
Murcia, Región de;Servicios;Ambos sexos;2021;23.054,07
Murcia, Región de;Servicios;Ambos sexos;2020;22.709,31
Murcia, Región de;Servicios;Ambos sexos;2019;21.810,31
Murcia, Región de;Servicios;Ambos sexos;2018;20.865,37
Murcia, Región de;Servicios;Ambos sexos;2017;20.695,46
Murcia, Región de;Servicios;Ambos sexos;2016;20.659,49
Murcia, Región de;Servicios;Ambos sexos;2015;20.303,81
Murcia, Región de;Servicios;Ambos sexos;2014;20.196,14
Murcia, Región de;Servicios;Ambos sexos;2013;20.021,03
Murcia, Región de;Servicios;Ambos sexos;2012;20.505,43
Murcia, Región de;Servicios;Ambos sexos;2011;20.930,47
Murcia, Región de;Servicios;Ambos sexos;2010;20.861,85
Murcia, Región de;Servicios;Ambos sexos;2009;20.486,37
Murcia, Región de;Servicios;Ambos sexos;2008;18.446,13
Murcia, Región de;Servicios;Mujeres;2022;20.994,7
Murcia, Región de;Servicios;Mujeres;2021;20.188,1
Murcia, Región de;Servicios;Mujeres;2020;20.030,2
Murcia, Región de;Servicios;Mujeres;2019;19.575,17
Murcia, Región de;Servicios;Mujeres;2018;18.579,2
Murcia, Región de;Servicios;Mujeres;2017;18.066,09
Murcia, Región de;Servicios;Mujeres;2016;18.046,83
Murcia, Región de;Servicios;Mujeres;2015;17.645,16
Murcia, Región de;Servicios;Mujeres;2014;17.449,79
Murcia, Región de;Servicios;Mujeres;2013;17.009,14
Murcia, Región de;Servicios;Mujeres;2012;17.676,72
Murcia, Región de;Servicios;Mujeres;2011;18.179,01
Murcia, Región de;Servicios;Mujeres;2010;17.982,76
Murcia, Región de;Servicios;Mujeres;2009;18.142,94
Murcia, Región de;Servicios;Mujeres;2008;16.349,43
Murcia, Región de;Servicios;Hombres;2022;26.125,66
Murcia, Región de;Servicios;Hombres;2021;26.090,13
Murcia, Región de;Servicios;Hombres;2020;25.635,3
Murcia, Región de;Servicios;Hombres;2019;24.267,43
Murcia, Región de;Servicios;Hombres;2018;23.163,63
Murcia, Región de;Servicios;Hombres;2017;23.599,42
Murcia, Región de;Servicios;Hombres;2016;23.608,96
Murcia, Región de;Servicios;Hombres;2015;23.332,78
Murcia, Región de;Servicios;Hombres;2014;23.241,17
Murcia, Región de;Servicios;Hombres;2013;23.498,54
Murcia, Región de;Servicios;Hombres;2012;23.796,25
Murcia, Región de;Servicios;Hombres;2011;23.844,35
Murcia, Región de;Servicios;Hombres;2010;24.552,19
Murcia, Región de;Servicios;Hombres;2009;22.941,84
Murcia, Región de;Servicios;Hombres;2008;21.005,18
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2022;29.189,52
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2021;28.459,37
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2020;27.995,96
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2019;27.493,93
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2018;26.364,75
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2017;26.329,79
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2016;25.468,38
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2015;24.863,98
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2014;24.700,78
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2013;23.836,93
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2012;23.784,38
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2011;24.384,92
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2010;23.824,88
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2009;23.657,71
Navarra, Comunidad Foral de;Todos los sectores;Ambos sexos;2008;23.342,74
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2022;26.033,3
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2021;24.809,14
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2020;24.047,13
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2019;23.728,82
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2018;22.697,59
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2017;21.898,57
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2016;20.946
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2015;20.563,08
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2014;20.163,1
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2013;19.364,43
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2012;19.462,13
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2011;19.977,24
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2010;19.927,15
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2009;19.487,55
Navarra, Comunidad Foral de;Todos los sectores;Mujeres;2008;19.212,76
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2022;31.959,85
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2021;31.643,22
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2020;31.317,91
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2019;30.564,9
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2018;29.546,12
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2017;29.699,1
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2016;29.098,99
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2015;28.727,37
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2014;28.659,74
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2013;27.848,15
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2012;27.632,8
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2011;27.834,48
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2010;26.982,49
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2009;26.755,77
Navarra, Comunidad Foral de;Todos los sectores;Hombres;2008;26.635,75
Navarra, Comunidad Foral de;Industria;Ambos sexos;2022;32.597,93
Navarra, Comunidad Foral de;Industria;Ambos sexos;2021;31.432,37
Navarra, Comunidad Foral de;Industria;Ambos sexos;2020;31.493,63
Navarra, Comunidad Foral de;Industria;Ambos sexos;2019;30.965,65
Navarra, Comunidad Foral de;Industria;Ambos sexos;2018;30.853,77
Navarra, Comunidad Foral de;Industria;Ambos sexos;2017;30.783,23
Navarra, Comunidad Foral de;Industria;Ambos sexos;2016;30.115,55
Navarra, Comunidad Foral de;Industria;Ambos sexos;2015;29.187,92
Navarra, Comunidad Foral de;Industria;Ambos sexos;2014;28.803,82
Navarra, Comunidad Foral de;Industria;Ambos sexos;2013;28.771,67
Navarra, Comunidad Foral de;Industria;Ambos sexos;2012;27.937,03
Navarra, Comunidad Foral de;Industria;Ambos sexos;2011;27.536,45
Navarra, Comunidad Foral de;Industria;Ambos sexos;2010;26.565,08
Navarra, Comunidad Foral de;Industria;Ambos sexos;2009;26.113,12
Navarra, Comunidad Foral de;Industria;Ambos sexos;2008;25.976,22
Navarra, Comunidad Foral de;Industria;Mujeres;2022;28.600,23
Navarra, Comunidad Foral de;Industria;Mujeres;2021;26.416,72
Navarra, Comunidad Foral de;Industria;Mujeres;2020;26.068,61
Navarra, Comunidad Foral de;Industria;Mujeres;2019;25.174,37
Navarra, Comunidad Foral de;Industria;Mujeres;2018;25.464,72
Navarra, Comunidad Foral de;Industria;Mujeres;2017;25.479,78
Navarra, Comunidad Foral de;Industria;Mujeres;2016;24.292,04
Navarra, Comunidad Foral de;Industria;Mujeres;2015;23.650,3
Navarra, Comunidad Foral de;Industria;Mujeres;2014;22.870,54
Navarra, Comunidad Foral de;Industria;Mujeres;2013;22.573,31
Navarra, Comunidad Foral de;Industria;Mujeres;2012;22.115,58
Navarra, Comunidad Foral de;Industria;Mujeres;2011;21.389,78
Navarra, Comunidad Foral de;Industria;Mujeres;2010;20.679,78
Navarra, Comunidad Foral de;Industria;Mujeres;2009;21.010,58
Navarra, Comunidad Foral de;Industria;Mujeres;2008;20.463,51
Navarra, Comunidad Foral de;Industria;Hombres;2022;33.938,66
Navarra, Comunidad Foral de;Industria;Hombres;2021;33.239,05
Navarra, Comunidad Foral de;Industria;Hombres;2020;33.295,58
Navarra, Comunidad Foral de;Industria;Hombres;2019;32.983,35
Navarra, Comunidad Foral de;Industria;Hombres;2018;32.746,11
Navarra, Comunidad Foral de;Industria;Hombres;2017;32.413,96
Navarra, Comunidad Foral de;Industria;Hombres;2016;31.955,08
Navarra, Comunidad Foral de;Industria;Hombres;2015;31.119
Navarra, Comunidad Foral de;Industria;Hombres;2014;30.770,14
Navarra, Comunidad Foral de;Industria;Hombres;2013;31.047,3
Navarra, Comunidad Foral de;Industria;Hombres;2012;29.952,14
Navarra, Comunidad Foral de;Industria;Hombres;2011;29.441,54
Navarra, Comunidad Foral de;Industria;Hombres;2010;28.652,32
Navarra, Comunidad Foral de;Industria;Hombres;2009;27.532,05
Navarra, Comunidad Foral de;Industria;Hombres;2008;27.779,05
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2022;-29.999,58
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2021;-28.986,02
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2020;-27.156,86
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2019;-25.932,35
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2018;-25.289,92
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2017;-24.895,76
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2016;-23.785,53
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2015;-24.646,71
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2014;-24.285,8
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2013;-24.789,79
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2012;25.348,02
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2011;26.960,54
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2010;26.493,21
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2009;25.152,09
Navarra, Comunidad Foral de;Construcción;Ambos sexos;2008;23.887,77
Navarra, Comunidad Foral de;Construcción;Mujeres;2022;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2021;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2020;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2019;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2018;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2017;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2016;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2015;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2014;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2013;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2012;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2011;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2010;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2009;..
Navarra, Comunidad Foral de;Construcción;Mujeres;2008;..
Navarra, Comunidad Foral de;Construcción;Hombres;2022;-30.333,13
Navarra, Comunidad Foral de;Construcción;Hombres;2021;-29.468,09
Navarra, Comunidad Foral de;Construcción;Hombres;2020;-27.595,56
Navarra, Comunidad Foral de;Construcción;Hombres;2019;-26.353,15
Navarra, Comunidad Foral de;Construcción;Hombres;2018;-26.534,95
Navarra, Comunidad Foral de;Construcción;Hombres;2017;-25.370,22
Navarra, Comunidad Foral de;Construcción;Hombres;2016;-24.608,78
Navarra, Comunidad Foral de;Construcción;Hombres;2015;-25.534,84
Navarra, Comunidad Foral de;Construcción;Hombres;2014;-25.084
Navarra, Comunidad Foral de;Construcción;Hombres;2013;-25.763,59
Navarra, Comunidad Foral de;Construcción;Hombres;2012;-26.119,99
Navarra, Comunidad Foral de;Construcción;Hombres;2011;-27.257,85
Navarra, Comunidad Foral de;Construcción;Hombres;2010;-27.457,41
Navarra, Comunidad Foral de;Construcción;Hombres;2009;-25.655,61
Navarra, Comunidad Foral de;Construcción;Hombres;2008;-24.536,43
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2022;27.496,81
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2021;26.963,8
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2020;26.306,16
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2019;25.904,72
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2018;24.281,65
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2017;24.145,01
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2016;23.265,46
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2015;22.760,92
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2014;22.681,45
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2013;21.482,81
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2012;21.608,61
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2011;22.470,65
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2010;22.048,83
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2009;22.116,77
Navarra, Comunidad Foral de;Servicios;Ambos sexos;2008;21.807,67
Navarra, Comunidad Foral de;Servicios;Mujeres;2022;25.518,95
Navarra, Comunidad Foral de;Servicios;Mujeres;2021;24.446,6
Navarra, Comunidad Foral de;Servicios;Mujeres;2020;23.627,7
Navarra, Comunidad Foral de;Servicios;Mujeres;2019;23.425,41
Navarra, Comunidad Foral de;Servicios;Mujeres;2018;22.180,37
Navarra, Comunidad Foral de;Servicios;Mujeres;2017;21.116,54
Navarra, Comunidad Foral de;Servicios;Mujeres;2016;20.266,87
Navarra, Comunidad Foral de;Servicios;Mujeres;2015;19.928,32
Navarra, Comunidad Foral de;Servicios;Mujeres;2014;19.608,2
Navarra, Comunidad Foral de;Servicios;Mujeres;2013;18.701,48
Navarra, Comunidad Foral de;Servicios;Mujeres;2012;18.884,44
Navarra, Comunidad Foral de;Servicios;Mujeres;2011;19.575,77
Navarra, Comunidad Foral de;Servicios;Mujeres;2010;19.714,62
Navarra, Comunidad Foral de;Servicios;Mujeres;2009;19.084,81
Navarra, Comunidad Foral de;Servicios;Mujeres;2008;18.860,26
Navarra, Comunidad Foral de;Servicios;Hombres;2022;30.468,78
Navarra, Comunidad Foral de;Servicios;Hombres;2021;30.596,24
Navarra, Comunidad Foral de;Servicios;Hombres;2020;30.122,58
Navarra, Comunidad Foral de;Servicios;Hombres;2019;29.167,76
Navarra, Comunidad Foral de;Servicios;Hombres;2018;27.236,79
Navarra, Comunidad Foral de;Servicios;Hombres;2017;27.913,12
Navarra, Comunidad Foral de;Servicios;Hombres;2016;27.205,36
Navarra, Comunidad Foral de;Servicios;Hombres;2015;27.023,77
Navarra, Comunidad Foral de;Servicios;Hombres;2014;27.251,41
Navarra, Comunidad Foral de;Servicios;Hombres;2013;25.495,71
Navarra, Comunidad Foral de;Servicios;Hombres;2012;25.828,33
Navarra, Comunidad Foral de;Servicios;Hombres;2011;26.477,07
Navarra, Comunidad Foral de;Servicios;Hombres;2010;25.323,31
Navarra, Comunidad Foral de;Servicios;Hombres;2009;26.320,86
Navarra, Comunidad Foral de;Servicios;Hombres;2008;26.229,9
País Vasco;Todos los sectores;Ambos sexos;2022;32.313,73
País Vasco;Todos los sectores;Ambos sexos;2021;31.063,68
País Vasco;Todos los sectores;Ambos sexos;2020;30.224,16
País Vasco;Todos los sectores;Ambos sexos;2019;29.476,21
País Vasco;Todos los sectores;Ambos sexos;2018;28.470,94
País Vasco;Todos los sectores;Ambos sexos;2017;28.204,49
País Vasco;Todos los sectores;Ambos sexos;2016;27.480,71
País Vasco;Todos los sectores;Ambos sexos;2015;27.571,31
País Vasco;Todos los sectores;Ambos sexos;2014;27.786,57
País Vasco;Todos los sectores;Ambos sexos;2013;26.915,07
País Vasco;Todos los sectores;Ambos sexos;2012;26.535,61
País Vasco;Todos los sectores;Ambos sexos;2011;26.370,36
País Vasco;Todos los sectores;Ambos sexos;2010;26.593,7
País Vasco;Todos los sectores;Ambos sexos;2009;26.162,45
País Vasco;Todos los sectores;Ambos sexos;2008;25.547,13
País Vasco;Todos los sectores;Mujeres;2022;29.314,69
País Vasco;Todos los sectores;Mujeres;2021;28.084,16
País Vasco;Todos los sectores;Mujeres;2020;27.125,9
País Vasco;Todos los sectores;Mujeres;2019;26.197,62
País Vasco;Todos los sectores;Mujeres;2018;24.757,18
País Vasco;Todos los sectores;Mujeres;2017;24.165,97
País Vasco;Todos los sectores;Mujeres;2016;23.428,18
País Vasco;Todos los sectores;Mujeres;2015;23.537,06
País Vasco;Todos los sectores;Mujeres;2014;23.781,55
País Vasco;Todos los sectores;Mujeres;2013;22.687,39
País Vasco;Todos los sectores;Mujeres;2012;22.313,41
País Vasco;Todos los sectores;Mujeres;2011;22.449,59
País Vasco;Todos los sectores;Mujeres;2010;22.706,1
País Vasco;Todos los sectores;Mujeres;2009;22.502,47
País Vasco;Todos los sectores;Mujeres;2008;21.766,07
